18110041,1,0,0,1,1,8,4,3,4,5,8,8,9,4,1,6,9,1,8,0,6,8,3,8,8,0,0,9,5,8,1,4,10,10,2
18110042,1,1,1,0,1,9,7,7,0,6,3,10,3,3,8,10,7,0,10,4,5,8,3,8,4,3,10,8,6,5,5,0,6,1,8
18110043,0,0,1,0,0,9,10,1,9,3,0,3,8,3,5,3,8,1,0,6,9,0,7,2,8,3,1,6,5,0,6,10,9,0,8
18110044,1,0,0,0,0,0,7,0,5,0,10,6,6,9,4,4,8,7,4,4,10,9,10,1,1,8,6,4,10,1,4,10,10,1,2
18110045,1,1,1,0,0,5,5,6,8,8,2,4,9,3,2,2,3,9,1,5,7,1,9,1,2,2,4,1,0,1,7,8,7,9,10
18110046,1,0,0,1,1,7,5,9,1,4,4,9,10,9,1,3,5,3,6,7,1,5,10,6,0,9,2,1,8,9,7,10,8,2,2
18110047,1,0,0,1,0,10,3,9,2,2,9,8,6,5,10,4,7,1,0,2,0,2,4,2,1,1,4,1,1,5,7,2,9,10,6
18110048,0,0,1,1,1,5,7,9,3,8,8,2,10,6,0,1,2,8,2,4,4,7,8,3,7,7,7,3,1,8,4,0,9,0,7
18110049,1,1,0,0,0,5,8,3,2,2,5,0,2,6,3,8,0,10,3,4,2,10,2,5,0,5,0,10,3,1,10,7,6,7,10
18110050,1,1,1,1,0,0,3,2,6,3,6,9,9,5,0,0,9,4,9,7,5,6,8,8,0,1,5,1,2,2,4,9,0,10,1
18110051,0,1,1,0,0,0,6,10,8,3,8,0,10,5,2,4,2,1,3,4,1,6,5,4,5,1,6,10,2,6,9,8,9,1,2
18110052,0,1,1,1,0,0,10,8,5,7,0,0,4,10,4,9,4,5,5,7,6,6,7,5,10,1,2,5,4,0,6,3,1,2,6
18110053,1,1,0,0,0,7,2,6,10,9,3,8,1,10,4,1,4,5,5,3,8,3,9,8,9,4,1,1,0,9,3,7,6,2,1
18110054,0,0,1,1,0,6,4,7,1,2,0,0,1,9,8,6,0,9,6,8,8,7,7,9,1,7,1,3,10,8,4,9,1,7,4
18110055,0,0,0,1,1,1,3,7,2,3,7,0,7,3,2,4,4,5,10,9,0,5,8,5,4,5,2,10,8,2,9,8,2,5,6
18110056,0,1,0,1,0,7,3,3,10,8,0,8,2,8,4,9,9,5,5,6,5,10,2,8,10,5,10,7,2,3,3,0,0,5,6
18110057,1,1,0,0,1,1,10,6,4,5,4,2,6,7,6,7,2,8,4,4,5,3,7,0,2,9,6,8,0,7,4,6,7,5,8
18110058,0,0,0,1,1,4,8,6,9,1,2,9,0,5,2,1,0,1,7,9,8,0,4,5,10,1,8,2,2,0,7,4,5,8,2
18110059,1,1,1,0,0,2,0,8,2,9,4,3,2,4,7,2,2,6,3,4,1,8,4,6,9,8,8,5,9,6,1,7,5,3,10
18110060,0,1,0,0,1,9,7,8,9,5,1,0,5,8,1,3,0,4,0,2,2,7,3,2,1,9,7,0,2,4,3,0,3,9,6
18110061,1,1,0,1,0,7,8,5,2,7,6,7,3,6,9,1,7,3,4,10,9,1,10,4,5,3,0,2,2,3,9,9,3,10,8
18110062,1,1,1,0,1,0,0,10,10,0,3,3,4,10,6,5,7,8,2,0,3,5,8,0,6,8,3,9,5,5,8,1,6,6,10
18110063,1,1,1,0,0,9,4,5,5,0,0,0,4,1,5,4,5,2,2,3,0,8,5,8,7,5,4,0,4,2,9,0,9,7,2
18110064,0,1,0,0,0,5,7,5,7,4,2,2,10,8,8,2,8,10,2,4,5,2,7,0,0,6,9,1,7,6,1,9,0,5,9
18110065,0,0,0,0,0,4,6,5,4,3,6,6,7,8,2,9,3,10,10,4,0,1,10,0,3,1,4,1,1,6,3,9,10,0,9
18110066,0,1,1,0,0,0,5,5,5,2,9,9,10,8,6,6,6,0,0,8,6,0,0,1,5,4,7,0,5,1,9,10,1,4,8
18110067,1,0,0,1,1,10,5,9,9,1,3,1,0,5,5,6,7,7,8,6,8,9,2,0,2,7,3,9,10,8,6,6,9,3,9
18110068,0,1,1,1,1,10,2,2,10,1,2,9,8,7,3,2,3,1,0,4,0,3,5,6,10,8,7,1,8,4,0,9,8,4,9
18110069,0,1,1,0,1,1,4,2,8,5,4,6,8,10,6,7,2,5,7,0,8,2,8,8,5,0,4,3,4,0,5,3,3,8,4
18110070,0,1,0,0,1,1,4,9,6,6,0,6,5,0,0,6,2,8,3,0,8,10,7,10,1,8,3,9,10,2,4,8,10,6,5
18110071,0,1,1,0,1,9,1,3,5,8,2,4,9,8,6,4,3,1,0,4,8,3,6,9,0,3,6,8,7,1,5,9,3,9,9
18110072,1,0,1,1,0,5,4,3,9,6,1,3,10,6,9,2,0,4,9,2,8,5,7,0,9,5,10,3,0,1,9,3,5,3,7
18110073,0,0,0,0,1,10,4,7,1,2,3,8,8,8,1,4,9,2,2,10,9,7,8,8,1,1,4,0,7,5,8,5,10,7,0
18110074,0,1,0,0,1,10,3,4,10,7,9,0,2,6,6,6,2,1,2,0,2,1,9,8,7,5,1,1,2,5,4,4,5,3,10
18110075,0,0,1,0,0,8,9,10,1,1,0,9,7,7,5,4,5,1,2,9,9,7,6,8,10,8,8,2,2,7,6,6,5,7,6
18110076,1,0,0,0,0,9,6,10,6,2,2,10,7,9,8,10,6,7,6,8,8,7,0,0,1,10,4,8,2,9,4,7,4,8,4
18110077,0,1,0,1,0,6,4,1,10,8,8,6,5,0,9,1,7,8,9,10,8,0,1,0,5,10,9,0,8,0,9,6,10,9,9
18110078,0,0,0,0,0,9,7,8,5,10,7,9,9,9,6,0,6,0,3,8,0,0,7,3,5,9,5,8,3,8,1,9,7,2,9
18110079,0,1,0,1,0,2,1,9,0,2,5,4,4,7,1,6,5,3,7,2,0,7,5,2,0,10,3,1,2,2,3,8,9,4,3
18110080,1,0,1,1,1,9,8,1,4,9,10,5,10,4,4,10,8,9,7,1,10,0,8,0,6,8,9,4,10,5,9,0,3,10,3
18110081,0,1,0,1,0,2,2,3,0,1,2,9,4,7,5,7,0,10,5,4,9,10,0,0,2,5,6,7,2,5,1,1,8,1,10
18110082,1,0,0,0,0,4,0,2,4,0,3,2,10,2,10,7,7,1,9,10,0,7,6,7,2,0,6,2,1,6,9,2,4,10,9
18110083,0,1,1,1,1,0,5,0,10,1,9,4,2,9,3,4,5,3,5,2,10,8,5,3,8,9,1,0,7,8,0,2,2,2,6
18110084,1,0,0,0,1,8,7,6,2,4,4,6,5,3,2,3,8,3,9,9,9,7,10,3,3,5,0,4,3,8,6,7,3,3,6
18110085,1,1,0,1,1,3,0,3,8,0,7,6,1,0,3,10,2,10,4,0,10,7,0,0,2,9,0,8,4,5,6,10,10,6,2
18110086,0,0,0,1,1,8,7,4,2,9,1,6,4,9,0,6,5,1,3,10,10,6,7,0,9,4,7,3,3,0,4,1,0,8,5
18110087,0,1,0,0,1,9,5,6,0,6,5,10,8,10,10,3,9,3,10,0,2,1,10,5,8,0,5,10,0,0,2,2,5,4,6
18110088,1,1,0,0,1,4,2,3,0,1,6,7,2,1,4,10,10,1,10,0,5,0,7,4,4,8,3,1,0,10,0,3,6,7,5
18110089,0,1,0,1,1,2,1,5,5,5,0,3,5,7,3,0,2,1,6,6,7,6,8,9,0,8,6,5,2,1,7,6,10,2,8
18110090,0,1,0,1,0,4,8,7,4,6,7,10,3,10,6,3,0,2,9,4,10,7,8,5,4,7,0,9,6,0,9,8,1,10,9
18110091,1,0,0,0,0,0,8,1,8,1,9,5,7,7,7,3,2,10,4,8,7,6,6,2,7,7,4,4,2,6,2,10,4,1,0
18110092,0,1,1,0,1,9,6,7,4,2,7,6,8,1,8,6,5,1,4,4,0,5,1,6,7,2,6,0,10,2,2,5,6,1,1
18110093,0,0,0,0,1,3,6,5,5,0,10,6,1,8,9,1,8,1,1,4,1,6,2,9,0,9,3,8,5,1,7,0,2,2,4
18110094,0,1,1,0,1,5,1,8,8,6,9,4,10,0,3,7,0,1,2,6,5,9,7,10,1,4,9,3,9,9,8,1,0,6,6
18110095,1,0,0,0,0,8,10,7,7,8,5,4,10,4,10,2,0,3,7,4,6,8,10,5,1,1,8,0,8,0,0,2,10,8,8
18110096,1,0,1,0,1,8,4,5,3,1,3,4,1,0,0,9,2,4,10,10,1,6,8,9,10,9,8,9,9,7,2,0,1,3,8
18110097,1,0,1,1,1,9,3,1,0,7,10,5,1,6,8,5,4,4,3,7,8,5,0,10,7,2,3,4,4,5,7,10,10,2,4
18110098,1,1,1,1,0,8,2,9,8,5,2,5,1,10,1,7,3,7,3,10,4,4,3,5,7,1,2,8,3,4,2,0,8,3,7
18110099,0,0,1,1,1,5,6,6,3,4,5,9,2,5,8,2,9,5,9,1,3,10,4,3,9,9,4,7,6,7,6,2,5,1,3
18110100,1,0,0,1,1,3,6,5,0,3,9,2,10,9,10,9,1,6,9,9,7,7,0,6,2,0,5,6,9,10,7,2,10,9,4
18110101,0,0,0,0,0,7,7,5,7,0,1,0,6,9,0,5,8,9,6,1,7,6,4,8,10,4,3,2,6,8,9,9,3,7,7
18110102,0,0,0,0,0,2,0,9,9,8,4,10,3,9,1,6,4,6,5,5,8,7,6,10,4,4,6,10,9,2,0,0,8,2,2
18110103,0,0,0,0,1,0,6,8,2,8,1,8,0,1,4,5,2,1,2,1,1,0,8,2,3,0,1,10,10,4,8,0,6,4,4
18110104,0,0,1,1,1,9,7,1,9,8,9,4,2,4,3,8,2,8,8,10,5,6,9,10,3,4,8,3,3,5,6,6,7,10,7
18110105,0,0,1,1,1,5,8,10,1,4,3,6,8,2,2,0,0,8,5,7,5,3,10,2,6,4,9,5,4,10,8,9,5,9,8
18110106,1,1,1,0,0,6,10,2,8,3,7,6,1,2,1,0,2,0,4,5,1,1,5,3,0,5,3,3,0,8,9,2,3,5,8
18110107,1,0,1,1,1,6,9,8,8,9,2,1,3,9,5,1,4,8,9,1,3,8,7,7,6,2,7,10,6,8,10,6,6,7,10
18110108,0,1,1,1,0,4,4,1,5,7,8,0,1,0,3,4,8,7,10,9,8,9,2,5,0,10,2,0,9,4,4,10,2,6,7
18110109,1,1,0,0,1,4,2,9,1,9,6,10,6,7,10,7,0,0,4,6,2,6,2,4,5,3,5,2,5,4,5,1,6,3,9
18110110,1,0,1,0,0,10,1,7,1,6,0,4,5,1,5,5,6,1,10,6,7,6,10,5,0,6,10,1,3,5,6,5,10,5,2
18110111,1,1,1,0,1,5,1,4,6,10,9,5,0,3,7,0,2,6,2,3,2,0,1,6,2,0,6,9,3,0,3,9,1,10,0
18110112,1,1,0,0,1,7,5,0,8,9,10,6,3,7,9,0,4,0,7,9,10,5,6,9,10,9,8,3,6,3,8,9,4,8,7
18110113,0,1,0,0,0,9,8,0,9,0,5,7,1,0,9,5,1,6,2,10,4,4,6,8,2,9,5,10,7,8,10,2,7,7,3
18110114,1,0,0,1,0,10,10,9,7,5,7,4,5,0,3,1,5,9,9,10,10,4,4,2,5,7,9,3,9,7,7,9,5,6,2
18110115,0,1,0,0,0,5,9,4,5,1,1,0,7,3,7,10,1,7,8,6,3,2,5,2,8,10,0,2,10,9,4,9,3,7,3
18110116,0,1,0,0,0,3,1,5,5,0,8,9,0,4,6,4,7,8,10,9,8,1,3,3,5,5,2,2,10,10,0,7,7,6,6
18110117,0,0,0,1,1,3,5,5,3,10,3,5,8,8,6,6,1,4,1,1,1,10,9,8,3,6,5,1,7,3,9,6,2,8,10
18110118,0,1,1,0,0,5,5,10,5,3,9,6,4,10,3,8,7,9,9,3,2,1,5,0,3,10,4,7,3,8,1,5,0,3,6
18110119,0,1,0,1,1,9,5,8,6,2,2,8,1,4,3,5,8,4,3,2,1,0,4,1,4,9,6,2,2,8,2,3,0,1,10
18110120,0,0,0,1,1,2,1,3,10,10,10,1,1,8,2,7,4,4,7,9,8,10,5,4,9,5,10,9,9,8,9,3,1,5,9
18110121,0,0,1,0,1,6,0,8,9,4,5,3,10,0,3,5,9,0,3,0,10,2,10,8,5,3,3,10,2,1,0,2,9,10,8
18110122,1,0,0,0,1,9,8,1,6,3,6,6,0,1,7,8,8,10,6,4,6,7,7,10,10,0,5,1,3,5,4,7,1,7,8
18110123,1,0,1,0,0,0,2,10,2,5,3,1,0,10,2,7,6,4,9,7,9,4,8,5,10,3,1,7,3,8,5,9,10,7,9
18110124,1,1,1,0,0,9,5,3,3,8,4,0,4,6,3,9,4,0,2,2,8,10,1,2,7,1,9,0,5,2,2,5,9,10,4
18110125,1,0,0,0,1,5,3,3,6,5,9,6,2,2,0,10,2,8,0,4,7,10,10,6,7,8,4,5,1,1,7,5,9,9,7
18110126,1,1,1,0,1,5,1,4,2,3,6,1,1,8,2,5,5,6,10,3,2,0,0,3,0,9,8,6,2,2,3,10,4,5,7
18110127,1,1,1,1,0,8,7,0,5,7,7,8,8,10,5,5,2,1,1,6,5,9,4,6,4,4,4,7,0,5,9,7,8,1,2
18110128,1,1,1,0,1,10,7,0,8,6,6,1,2,6,2,1,0,9,4,9,9,7,8,10,9,1,2,6,9,2,7,0,10,3,1
18110129,0,0,1,0,1,7,1,4,4,8,3,10,8,8,5,8,0,6,1,0,0,0,9,1,0,7,3,10,3,6,0,9,2,6,8
18110130,1,0,0,1,0,0,9,8,6,9,4,2,8,4,6,5,7,10,3,8,5,2,8,5,3,7,5,4,4,9,2,9,2,6,0
18110131,1,1,0,0,1,9,2,6,4,2,6,1,2,4,1,5,4,1,4,0,10,0,0,3,6,0,3,3,0,10,9,2,6,1,9
18110132,0,0,1,1,0,4,5,9,5,6,2,1,6,0,1,9,3,10,2,2,6,2,1,4,3,8,2,10,3,6,2,1,9,10,9
18110133,0,0,1,0,0,5,0,7,5,9,6,2,10,3,4,4,3,10,1,4,8,9,8,3,10,1,3,3,8,2,3,7,8,5,4
18110134,1,0,1,0,0,0,7,7,3,10,5,3,3,7,0,5,5,5,3,8,3,6,10,10,8,4,5,2,10,5,7,9,8,3,2
18110135,0,0,1,1,0,9,0,3,6,0,6,6,9,2,2,3,10,0,5,10,6,0,10,9,7,5,4,0,8,2,8,5,3,1,3
18110136,0,0,0,1,1,9,8,7,6,8,9,10,1,2,8,4,7,2,0,3,3,9,7,8,9,1,7,9,8,6,8,0,8,1,4
18110137,1,1,0,1,1,6,10,5,2,10,6,3,4,5,0,5,3,1,10,4,3,9,3,5,3,8,9,1,2,1,3,2,5,3,1
18110138,0,0,0,1,0,6,1,2,1,1,7,1,6,0,10,3,7,7,2,9,1,4,8,0,1,4,5,2,4,6,8,4,1,4,0
18110139,0,1,0,1,0,2,0,0,8,1,2,1,5,4,4,8,0,0,10,3,0,6,9,3,6,2,5,3,9,9,6,2,5,6,9
18110140,1,1,0,0,0,6,6,3,3,4,1,4,7,7,0,5,7,4,3,9,1,3,8,9,1,8,1,2,8,7,7,7,0,6,1
18110141,0,1,1,0,0,9,5,5,2,4,5,8,4,7,3,6,10,7,3,8,8,1,0,7,4,2,6,6,7,1,7,8,6,7,9
18110142,1,1,1,0,0,5,8,3,8,5,0,2,0,1,1,0,9,7,6,4,10,4,7,1,3,0,9,10,10,8,6,6,4,0,2
18110143,1,1,1,0,0,5,8,8,5,10,9,5,0,4,9,9,6,9,8,4,1,9,0,1,5,1,2,1,0,4,5,10,2,8,9
18110144,1,0,0,1,1,3,10,6,7,3,9,0,4,9,9,0,7,0,3,4,5,5,10,9,7,7,5,6,1,8,6,1,6,9,7
18110145,1,0,1,0,0,10,2,9,3,7,1,6,5,1,2,7,7,7,8,4,9,9,10,4,1,9,3,4,3,1,6,10,8,5,4
18110146,1,1,1,1,0,1,4,5,8,9,5,0,9,2,5,8,2,1,2,4,6,10,8,6,9,6,4,0,8,9,9,6,7,0,7
18110147,0,1,1,1,1,7,4,2,1,10,2,6,5,7,8,5,1,7,0,9,3,5,4,3,4,4,5,4,10,10,7,5,4,9,5
18110148,1,0,0,0,0,7,10,8,4,5,7,4,2,3,5,0,0,7,3,3,2,9,9,8,5,6,3,1,6,7,3,7,0,9,9
18110149,0,0,1,1,0,5,4,2,6,9,2,2,1,10,2,0,6,4,5,4,0,1,0,2,2,7,5,0,4,3,3,1,1,2,9
18110150,1,0,1,0,0,3,3,4,6,5,5,10,6,4,0,7,8,2,6,9,8,8,9,0,8,8,0,6,0,0,7,0,7,9,5
18110151,0,1,1,1,1,7,9,3,3,8,4,9,0,1,5,7,6,8,7,9,6,1,3,10,8,4,9,8,8,0,0,5,2,7,6
18110152,1,0,1,1,1,9,1,6,0,9,5,10,10,8,9,4,7,7,8,3,2,7,7,3,6,1,6,3,9,7,10,4,7,7,8
18110153,1,0,1,1,1,6,9,4,8,8,7,6,0,10,3,5,2,1,8,7,2,1,3,9,2,7,8,2,0,9,6,6,8,9,1
18110154,1,0,1,0,0,4,8,3,1,0,9,3,0,10,5,8,6,4,9,5,4,9,6,10,5,8,2,0,6,3,9,5,4,0,1
18110155,0,0,1,1,1,4,4,3,7,9,7,0,7,7,0,10,4,10,9,3,7,9,3,9,7,2,3,9,10,6,7,2,9,3,3
18110156,1,0,0,1,0,3,10,6,3,8,10,1,7,5,8,1,0,2,8,5,3,2,6,10,3,4,7,7,4,7,7,6,1,8,1
18110157,0,0,1,0,1,7,3,6,8,4,1,9,9,0,7,8,6,3,0,1,10,0,3,6,0,6,6,3,5,9,7,8,9,4,2
18110158,1,1,0,0,0,6,2,2,2,6,5,10,4,0,1,8,8,8,2,4,4,7,9,9,6,0,5,2,3,3,3,2,9,8,4
18110159,1,0,1,1,0,6,2,4,5,8,5,5,10,8,3,6,4,8,7,7,5,2,3,1,3,3,0,1,0,4,2,1,0,7,9
18110160,0,1,0,0,0,4,3,0,7,8,0,8,0,2,0,8,10,9,6,10,9,3,10,1,2,1,5,7,8,6,1,7,6,6,1
18110161,1,1,0,0,1,6,10,9,2,7,1,9,7,5,8,1,9,8,4,6,5,2,9,1,3,8,4,10,10,10,10,5,1,2,1
18110162,0,0,0,0,0,9,1,9,6,8,4,0,8,4,2,6,3,2,7,6,0,10,0,2,6,8,6,10,3,7,2,3,8,6,8
18110163,1,0,0,0,0,0,6,8,9,6,6,5,2,3,6,1,10,9,7,4,1,0,9,9,2,2,3,1,8,5,6,4,2,6,5
18110164,0,0,0,0,1,10,2,10,1,0,2,4,1,0,5,10,8,3,3,9,1,10,9,3,1,7,4,8,1,2,7,2,3,8,0
18110165,0,1,1,1,0,7,1,8,2,9,1,10,4,0,10,3,5,10,9,3,4,3,10,4,3,7,1,4,7,8,8,6,7,0,10
18110166,0,1,1,0,1,8,6,6,9,10,7,2,6,8,3,1,7,0,5,3,9,1,4,0,2,8,9,8,4,3,0,8,7,9,8
18110167,1,0,0,1,0,2,10,0,9,5,9,2,1,7,5,10,3,6,1,10,1,9,8,9,0,10,1,4,10,6,5,4,3,0,4
18110168,1,1,1,1,1,3,9,0,6,9,0,5,7,7,2,8,8,5,8,3,0,6,0,2,9,6,6,10,10,9,8,6,1,5,9
18110169,1,1,1,1,1,2,8,9,0,10,0,9,6,5,3,8,10,2,2,6,8,10,1,5,6,9,10,8,5,1,5,6,6,0,8
18110170,0,1,0,0,1,10,10,7,6,4,6,3,4,4,8,3,9,7,9,10,8,5,3,5,7,6,5,2,2,3,0,8,4,10,5
18110171,0,0,0,1,1,7,0,7,1,3,6,3,7,8,9,3,1,0,1,8,3,3,1,7,1,9,3,6,0,1,5,3,0,3,7
18110172,0,1,0,1,0,4,3,2,3,4,6,2,10,0,7,3,5,10,5,5,7,7,8,0,7,4,9,7,3,2,10,5,0,2,5
18110173,0,1,0,0,0,1,10,0,2,7,9,7,3,1,7,7,5,7,4,0,1,0,6,6,8,8,7,1,7,1,10,1,4,2,0
18110174,0,1,0,1,1,5,8,10,10,10,10,1,10,4,8,6,10,8,1,0,5,2,8,5,8,1,7,9,10,1,9,6,0,3,9
18110175,1,1,1,0,1,3,10,10,8,0,0,9,4,7,4,1,6,1,2,3,1,3,10,5,5,6,6,10,2,1,10,5,3,6,1
18110176,0,0,1,0,0,2,5,1,5,7,4,6,0,5,1,9,7,0,8,9,4,4,3,3,0,9,10,4,2,9,8,1,7,2,0
18110177,0,0,0,0,0,3,0,3,10,8,0,1,8,6,5,1,7,4,4,10,0,5,7,1,8,8,4,8,3,4,4,10,4,7,9
18110178,1,0,0,0,1,3,1,9,7,2,4,0,1,5,9,2,7,6,10,3,1,7,2,1,1,0,3,3,7,3,7,3,10,7,10
18110179,0,1,1,1,1,4,1,0,6,9,5,3,2,6,0,0,4,8,0,6,1,5,4,7,10,0,7,1,8,8,7,10,1,0,10
18110180,1,1,1,0,0,2,9,6,8,9,1,10,6,7,10,6,9,4,2,4,6,5,8,6,3,10,5,4,6,6,0,0,5,1,3
18110181,1,0,0,1,1,7,4,10,10,6,8,6,5,8,8,8,0,2,2,5,7,9,9,1,1,6,10,4,4,6,10,3,6,10,8
18110182,0,0,0,0,0,5,0,10,8,2,7,5,2,0,8,0,8,1,5,3,2,5,4,10,6,0,1,3,5,0,7,1,10,5,2
18110183,0,1,0,0,0,3,7,4,9,8,9,7,0,0,1,0,5,8,3,2,1,0,10,1,4,6,4,4,10,0,5,8,3,5,10
18110184,1,0,0,0,0,8,6,6,3,1,3,5,5,1,8,3,0,3,6,5,1,8,1,1,8,7,0,2,9,1,3,8,8,0,1
18110185,0,1,0,0,0,4,8,10,2,8,4,6,4,6,9,5,5,6,0,4,10,0,10,7,8,8,6,6,9,6,5,6,0,4,5
18110186,0,0,1,0,0,3,0,8,1,6,5,2,6,10,8,9,10,5,10,3,3,6,9,8,7,9,3,4,3,6,7,8,3,2,7
18110187,1,0,0,0,1,6,7,4,0,2,9,5,3,5,2,9,0,6,8,5,2,7,1,7,4,7,10,2,2,5,2,7,9,6,1
18110188,1,0,1,1,1,10,2,6,3,4,4,10,10,9,0,8,0,3,0,6,3,6,10,3,2,3,5,3,9,0,10,9,10,10,7
18110189,1,0,0,0,1,0,10,9,8,7,8,1,10,4,9,0,1,8,9,0,2,0,7,0,6,4,6,8,3,9,6,4,2,4,2
